timestamp,Team1,Team2,Conf1,Conf2
-949363200,USC,Washington,Pacific,Pacific
-949363200,Saint Louis,Washington University (St. Louis),Missouri Valley,Missouri Valley
-949363200,TCU,SMU,Southwest,Southwest
-949363200,Dartmouth,Stanford,FBS Independents,Pacific
-949363200,The Citadel,Wofford,Southern,
-949363200,Tulane,LSU,SEC,SEC
-949363200,Boston College,Holy Cross,FBS Independents,FBS Independents
-949363200,Rice,Baylor,Southwest,Southwest
-949363200,Detroit Mercy,Duquesne,FBS Independents,FBS Independents
-949363200,Georgia Tech,Georgia,SEC,SEC
-949363200,West Virginia,George Washington,FBS Independents,FBS Independents
-949276800,San Francisco,Creighton,FBS Independents,Missouri Valley
-948844800,Miami,Georgia,FBS Independents,SEC
-948758400,SMU,Rice,Southwest,Southwest
-948758400,USC,UCLA,Pacific,Pacific
-948758400,Louisiana Tech,Centenary (LA),,FBS Independents
-948758400,Tennessee,Auburn,SEC,SEC
-946944000,Hawaii All-Stars,Oregon State,,Pacific
-946771200,Hawai'i,Oregon State,,Pacific
-924570000,VMI,Roanoke,Southern,
-924051600,Gonzaga,Albertson,FBS Independents,
-924051600,New Mexico State,Western New Mexico,Border,
-924051600,Washburn,Emporia State University,Missouri Valley,
-924051600,Newport News,Richmond,,Southern
-923965200,Loyola Marymount,Redlands,FBS Independents,
-923965200,LSU,Louisiana Tech,SEC,
-923965200,Presbyterian,Clemson,,Southern
-923965200,Arizona State,UC Davis,Border,
-923965200,Davidson,Rollins,Southern,
-923965200,Boston College,Centre College Kentucky,FBS Independents,
-923965200,Iowa State,Luther,Big 6,
-923965200,Virginia Tech,Catawba,Southern,
-923965200,Washington and Lee,Hampden-Sydney,Southern,FBS Independents
-923965200,Kentucky,Baldwin Wallace,SEC,
-923965200,Wake Forest,William Jewell,Southern,
-923965200,Ole Miss,Union (Tennessee),SEC,
-923965200,North Carolina,App State,Southern,
-923965200,Oklahoma State,Central Oklahoma,Missouri Valley,
-923965200,Northern Arizona,UTEP,Border,Border
-923965200,NC State,William & Mary,Southern,Southern
-923446800,Oglethorpe,Georgia,,SEC
-923446800,Auburn,Samford,SEC,
-923446800,George Washington,Mount St. Mary's,FBS Independents,
-923446800,Furman,Erskine,Southern,
-923446800,New Mexico State,Howard Payne,Border,
-923446800,Nevada,BYU,,Mountain State
-923446800,Xavier,Kentucky,,SEC
-923446800,Denver,Iowa State,Mountain State,Big 6
-923446800,Drake,Montana State,Missouri Valley,
-923446800,Duquesne,Waynesburg,FBS Independents,
-923446800,Oklahoma State,Texas Tech,Missouri Valley,Border
-923446800,Spring Hill,Alabama,,SEC
-923446800,Syracuse,Clarkson,FBS Independents,
-923446800,Detroit Mercy,Wayne State,FBS Independents,
-923446800,Oregon,San Diego Marines,Pacific,
-923360400,Montana,Eastern Washington,Pacific,
-923360400,Vanderbilt,Washington and Lee,SEC,Southern
-923360400,Missouri,Saint Louis,Big 6,Missouri Valley
-923360400,Minnesota,Washington,Western,Pacific
-923360400,California,Michigan,Pacific,Western
-923360400,New York University,Pennsylvania Military,FBS Independents,
-923360400,Marshall,Virginia Tech,,Southern
-923360400,Navy,William & Mary,FBS Independents,Southern
-923360400,Loyola Marymount,Whittier,FBS Independents,
-923360400,Kansas State,Emporia State University,Big 6,
-923360400,Colorado School Of Mines,Colorado State,,Mountain State
-923360400,Clemson,Wofford,Southern,
-923360400,San Francisco,Stanford,FBS Independents,Pacific
-923360400,Duke,VMI,Southern,Southern
-923360400,Arkansas,East Central (OK),Southwest,
-923360400,Tulsa,Washburn,Missouri Valley,Missouri Valley
-923360400,Colgate,Akron,FBS Independents,
-923360400,Hardin-Simmons,Daniel Baker,FBS Independents,
-923360400,Holy Cross,Providence,FBS Independents,
-923360400,Baylor,North Texas,Southwest,
-923360400,Texas A&M,Texas A&M-Kingsville,Southwest,
-923360400,UTEP,North Dakota,Border,
-923360400,West Texas A&M,Arizona State,,Border
-923360400,Georgetown,Roanoke,FBS Independents,
-923360400,Florida,Mississippi State,SEC,SEC
-923360400,Texas,Colorado,Southwest,Mountain State
-923360400,LSU,Ole Miss,SEC,SEC
-923360400,Tennessee,Mercer,SEC,
-923360400,Arizona,Northern Arizona,Border,Border
-923360400,Richmond,Randolph-Macon,Southern,
-923360400,Santa Clara,Utah,FBS Independents,Mountain State
-923360400,Purdue,Butler,Western,
-923360400,Ohio State,Pittsburgh,Western,FBS Independents
-923360400,Wyoming,New Mexico,Mountain State,Border
-923360400,West Virginia,Westminster (Pennsylvania),FBS Independents,
-923360400,Virginia,Lehigh,FBS Independents,
-923360400,TCU,Centenary (LA),Southwest,FBS Independents
-923360400,Creighton,Northern Iowa,Missouri Valley,
-923360400,Dartmouth,St. Lawrence,FBS Independents,
-923360400,North Carolina,Wake Forest,Southern,Southern
-923360400,Washington State,USC,Pacific,Pacific
-923360400,Wesleyan (CT),Brown,,FBS Independents
-923360400,Saint Mary's (CA),Gonzaga,FBS Independents,FBS Independents
-923360400,Maryland,Hampden-Sydney,Southern,FBS Independents
-923360400,Davidson,NC State,Southern,Southern
-923360400,Oregon State,Idaho,Pacific,Pacific
-923360400,Manhattan,St. Bonaventure,FBS Independents,
-923360400,Tulane,Boston College,SEC,FBS Independents
-923274000,UCLA,SMU,Pacific,Southwest
-923187600,Utah State,San José State,Mountain State,
-922842000,Saint Louis,Missouri-Rolla,Missouri Valley,
-922842000,UCLA,Santa Clara,Pacific,FBS Independents
-922842000,New Mexico,Western New Mexico,Border,
-922842000,Manhattan,George Washington,FBS Independents,FBS Independents
-922842000,Gonzaga,Pacific Lutheran,FBS Independents,
-922842000,Miami,Stetson,FBS Independents,
-922842000,Emporia College,Washburn,,Missouri Valley
-922842000,Detroit Mercy,Catholic,FBS Independents,
-922842000,Temple,Georgetown,FBS Independents,FBS Independents
-922755600,Princeton,Vanderbilt,FBS Independents,SEC
-922755600,Penn State,Bucknell,FBS Independents,
-922755600,Utah,BYU,Mountain State,Mountain State
-922755600,Wake Forest,Furman,Southern,Southern
-922755600,Virginia Tech,Richmond,Southern,Southern
-922755600,Colorado State,Wyoming,Mountain State,Mountain State
-922755600,Navy,Cincinnati,FBS Independents,
-922755600,Northern Arizona,California Tech,Border,
-922755600,Army,Williams,FBS Independents,
-922755600,Brown,Rhode Island,FBS Independents,
-922755600,Alabama,Mercer,SEC,
-922755600,William & Mary,Newport News,Southern,
-922755600,VMI,Newberry,Southern,
-922755600,Denver,Baylor,Mountain State,Southwest
-922755600,Villanova,Pennsylvania Military,FBS Independents,
-922755600,Indiana,Texas,Western,Southwest
-922755600,Tennessee,Duke,SEC,Southern
-922755600,SMU,North Texas,Southwest,
-922755600,Sewanee,Cumberland (TN),FBS Independents,
-922755600,Rice,Centenary (LA),Southwest,FBS Independents
-922755600,Arizona,New Mexico State,Border,Border
-922755600,Clemson,NC State,Southern,Southern
-922755600,Cornell,Colgate,FBS Independents,FBS Independents
-922755600,Fordham,West Virginia,FBS Independents,FBS Independents
-922755600,Iowa State,Kansas,Big 6,Big 6
-922755600,North Carolina,Davidson,Southern,Southern
-922755600,Ohio State,Purdue,Western,Western
-922755600,Stanford,Oregon,Pacific,Pacific
-922755600,TCU,Arkansas,Southwest,Southwest
-922755600,Pittsburgh,Missouri,FBS Independents,Big 6
-922755600,Pennsylvania,Maryland,FBS Independents,Southern
-922755600,Washington State,Montana,Pacific,Pacific
-922755600,Oklahoma,Oklahoma State,Big 6,Missouri Valley
-922755600,Notre Dame,Pacific,FBS Independents,
-922755600,Syracuse,Northwestern,FBS Independents,Western
-922755600,Washington University (St. Louis),Northwest Missouri St,Missouri Valley,
-922755600,Wisconsin,Marquette,Western,FBS Independents
-922755600,Oregon State,USC,Pacific,Pacific
-922755600,California,Saint Mary's (CA),Pacific,FBS Independents
-922755600,Carnegie Mellon,Geneva,FBS Independents,
-922755600,The Citadel,Erskine,Southern,
-922755600,Colorado,Kansas State,Mountain State,Big 6
-922755600,Columbia,Maine,FBS Independents,
-922755600,Creighton,Colorado School Of Mines,Missouri Valley,
-922755600,Mississippi State,Louisiana,SEC,
-922755600,Minnesota,Nebraska,Western,Big 6
-922755600,Michigan,Michigan State,Western,FBS Independents
-922755600,New York University,Lafayette,FBS Independents,
-922755600,Louisiana Tech,UTEP,,Border
-922755600,Rhodes College,Ole Miss,,SEC
-922755600,Drake,Grinnell,Missouri Valley,
-922755600,LSU,Holy Cross,SEC,FBS Independents
-922755600,Kentucky,Washington and Lee,SEC,Southern
-922755600,Illinois,Bradley,Western,
-922755600,Iowa,South Dakota,Western,
-922755600,Washington,Idaho,Pacific,Pacific
-922755600,Yale,Virginia,FBS Independents,FBS Independents
-922755600,Tulane,Auburn,SEC,SEC
-922755600,Hampden-Sydney,Delaware,FBS Independents,
-922755600,Dartmouth,Franklin & Marshall,FBS Independents,
-922755600,South Carolina,Georgia,Southern,SEC
-922755600,Georgia Tech,Samford,SEC,
-922755600,Texas A&M,Tulsa,Southwest,Missouri Valley
-922755600,Harvard,Amherst,FBS Independents,
-922755600,Hardin-Simmons,Arizona State,FBS Independents,Border
-922755600,Texas Tech,Loyola Marymount,Border,FBS Independents
-922755600,Tampa,Florida,,SEC
-922237200,Duquesne,South Carolina,FBS Independents,Southern
-922237200,New Mexico,Arizona State,Border,Border
-922237200,BYU,Wyoming,Mountain State,Mountain State
-922237200,Marquette,Iowa State,FBS Independents,Big 6
-922237200,Manhattan,Boston University,FBS Independents,
-922237200,Oregon State,Portland,Pacific,
-922237200,Miami,Tampa,FBS Independents,
-922237200,Furman,The Citadel,Southern,Southern
-922237200,Villanova,Florida,FBS Independents,SEC
-922237200,Detroit Mercy,Eastern Michigan,FBS Independents,
-922150800,Utah State,Colorado,Mountain State,Mountain State
-922150800,Dartmouth,Columbia,FBS Independents,FBS Independents
-922150800,Army,Cornell,FBS Independents,FBS Independents
-922150800,Oregon,Washington,Pacific,Pacific
-922150800,Davidson,VMI,Southern,Southern
-922150800,Oklahoma State,Wichita State,Missouri Valley,
-922150800,Notre Dame,Georgia Tech,FBS Independents,SEC
-922150800,North Carolina,TCU,Southern,Southwest
-922150800,Nebraska,Indiana,Big 6,Western
-922150800,Northwestern,Ohio State,Western,Western
-922150800,Kentucky,Vanderbilt,SEC,SEC
-922150800,Denver,Colorado State,Mountain State,Mountain State
-922150800,Boston College,Temple,FBS Independents,FBS Independents
-922150800,Arkansas,Baylor,Southwest,Southwest
-922150800,Iowa,Wisconsin,Western,Western
-922150800,Georgia,Ole Miss,SEC,SEC
-922150800,Princeton,Navy,FBS Independents,FBS Independents
-922150800,William & Mary,Virginia Tech,Southern,Southern
-922150800,Penn State,West Virginia,FBS Independents,FBS Independents
-922150800,New York University,Syracuse,FBS Independents,FBS Independents
-922150800,Washington University (St. Louis),Washburn,Missouri Valley,Missouri Valley
-922150800,West Texas A&M,Northern Arizona,,Border
-922150800,California,Washington State,Pacific,Pacific
-922150800,Tulsa,Creighton,Missouri Valley,Missouri Valley
-922150800,Holy Cross,Carnegie Mellon,FBS Independents,FBS Independents
-922150800,Maryland,Virginia,Southern,FBS Independents
-922150800,Utah,Arizona,Mountain State,Border
-922150800,Montana,Texas Tech,Pacific,Border
-922150800,UCLA,Texas A&M,Pacific,Southwest
-922150800,Texas,Oklahoma,Southwest,Big 6
-922150800,Tennessee,Chattanooga,SEC,
-922150800,Stanford,Santa Clara,Pacific,FBS Independents
-922150800,Clemson,Wake Forest,Southern,Southern
-922150800,Brown,Colgate,FBS Independents,FBS Independents
-922150800,Sewanee,Tennessee Tech,FBS Independents,
-922150800,Rice,LSU,Southwest,SEC
-922150800,Pennsylvania,Yale,FBS Independents,FBS Independents
-922150800,Michigan State,Purdue,FBS Independents,Western
-922150800,Harvard,Michigan,FBS Independents,Western
-922150800,Kansas,Drake,Big 6,Missouri Valley
-922150800,Hampden-Sydney,Guilford College,FBS Independents,
-922150800,Mississippi State,Auburn,SEC,SEC
-922150800,Waynesburg,Georgetown,,FBS Independents
-922150800,Idaho,Gonzaga,Pacific,FBS Independents
-922150800,Kansas State,Missouri,Big 6,Big 6
-922150800,SMU,Pittsburgh,Southwest,FBS Independents
-922150800,George Washington,Washington and Lee,FBS Independents,Southern
-922150800,Illinois,USC,Western,Pacific
-922150800,Franklin & Marshall,Richmond,,Southern
-922150800,Alabama,Samford,SEC,
-922150800,Centenary (LA),Saint Louis,FBS Independents,Missouri Valley
-922150800,Fordham,Tulane,FBS Independents,SEC
-922150800,Hardin-Simmons,UTEP,FBS Independents,Border
-921632400,Texas Tech,BYU,Border,Mountain State
-921632400,Washburn,Grinnell,Missouri Valley,
-921632400,Miami,Catholic,FBS Independents,
-921632400,San Francisco,San José State,FBS Independents,
-921632400,Temple,Michigan State,FBS Independents,FBS Independents
-921632400,Saint Louis,Tulsa,Missouri Valley,Missouri Valley
-921632400,Manhattan,Detroit Mercy,FBS Independents,FBS Independents
-921546000,Ole Miss,Duquesne,SEC,FBS Independents
-921546000,Marquette,Creighton,FBS Independents,Missouri Valley
-921546000,Arizona,Centenary (LA),Border,FBS Independents
-921546000,Georgetown,Virginia Tech,FBS Independents,Southern
-921546000,Portland,Gonzaga,,FBS Independents
-921546000,Howard Payne,Hardin-Simmons,,FBS Independents
-921546000,Kentucky,George Washington,SEC,FBS Independents
-921546000,LSU,Mercer,SEC,
-921546000,California,UCLA,Pacific,Pacific
-921546000,Davidson,Sewanee,Southern,FBS Independents
-921546000,SMU,Auburn,Southwest,SEC
-921546000,Tulane,Rice,SEC,Southwest
-921546000,Colgate,Duke,FBS Independents,Southern
-921546000,Florida,Maryland,SEC,Southern
-921546000,Pittsburgh,Fordham,FBS Independents,FBS Independents
-921546000,Georgia Tech,Vanderbilt,SEC,SEC
-921546000,Missouri,Iowa State,Big 6,Big 6
-921546000,New York University,Holy Cross,FBS Independents,FBS Independents
-921546000,Michigan,Illinois,Western,Western
-921546000,Columbia,Georgia,FBS Independents,SEC
-921546000,Alabama,Tennessee,SEC,SEC
-921546000,Brown,Tufts,FBS Independents,
-921546000,Boston College,Idaho,FBS Independents,Pacific
-921546000,Notre Dame,Carnegie Mellon,FBS Independents,FBS Independents
-921546000,Richmond,Washington and Lee,Southern,Southern
-921546000,Yale,Dartmouth,FBS Independents,FBS Independents
-921546000,Arkansas,Texas,Southwest,Southwest
-921546000,Utah State,Utah,Mountain State,Mountain State
-921546000,Indiana,Iowa,Western,Western
-921546000,Oklahoma,Kansas State,Big 6,Big 6
-921546000,Colorado State,Colorado,Mountain State,Mountain State
-921546000,Cornell,Syracuse,FBS Independents,FBS Independents
-921546000,Lehigh,Penn State,,FBS Independents
-921546000,Pennsylvania,Princeton,FBS Independents,FBS Independents
-921546000,Navy,Drake,FBS Independents,Missouri Valley
-921546000,Ohio,Furman,,Southern
-921546000,Montana,Montana State,Pacific,
-921546000,Mississippi State,Samford,SEC,
-921546000,Oklahoma State,Washington University (St. Louis),Missouri Valley,Missouri Valley
-921546000,Wisconsin,Northwestern,Western,Western
-921546000,Texas A&M,TCU,Southwest,Southwest
-921546000,UTEP,New Mexico,Border,Border
-921546000,USC,Oregon,Pacific,Pacific
-921546000,Washington State,Stanford,Pacific,Pacific
-921546000,Baylor,Villanova,Southwest,FBS Independents
-921546000,Denver,Wyoming,Mountain State,Mountain State
-921546000,William & Mary,Hampden-Sydney,Southern,FBS Independents
-921546000,Washington,Oregon State,Pacific,Pacific
-921546000,Virginia,VMI,FBS Independents,Southern
-921546000,NC State,North Carolina,Southern,Southern
-921546000,Kansas,Nebraska,Big 6,Big 6
-921546000,Wake Forest,Marshall,Southern,
-921546000,Presbyterian,The Citadel,,Southern
-921546000,West Virginia,West Virginia Wesleyan,FBS Independents,
-921546000,Ohio State,Minnesota,Western,Western
-921546000,Army,Harvard,FBS Independents,FBS Independents
-921546000,Arizona State,New Mexico State,Border,Border
-921546000,Loyola Marymount,Saint Mary's (CA),FBS Independents,FBS Independents
-921114000,South Carolina,Clemson,Southern,Southern
-921027600,Kentucky,Georgia,SEC,SEC
-921027600,Washburn,Wichita State,Missouri Valley,
-921027600,Santa Clara,Michigan State,FBS Independents,FBS Independents
-921027600,Chattanooga,Sewanee,,FBS Independents
-921027600,George Washington,West Virginia,FBS Independents,FBS Independents
-921027600,Northwestern State,Centenary (LA),,FBS Independents
-921027600,New Mexico State,Northern Arizona,Border,Border
-921027600,Miami,Elon,FBS Independents,
-921027600,Maryland,McDaniel,Southern,
-921027600,Loyola Marymount,Pacific,FBS Independents,
-921027600,Duquesne,Manhattan,FBS Independents,FBS Independents
-920941200,Washington,California,Pacific,Pacific
-920941200,Washington University (St. Louis),Butler,Missouri Valley,
-920941200,Kansas State,Kansas,Big 6,Big 6
-920941200,William & Mary,Virginia,Southern,FBS Independents
-920941200,North Carolina,Tulane,Southern,SEC
-920941200,Marquette,Texas Tech,FBS Independents,Border
-920941200,Montana,Gonzaga,Pacific,FBS Independents
-920941200,Stanford,USC,Pacific,Pacific
-920941200,UCLA,Oregon State,Pacific,Pacific
-920941200,Fordham,Saint Mary's (CA),FBS Independents,FBS Independents
-920941200,Temple,Penn State,FBS Independents,FBS Independents
-920941200,Rice,Texas,Southwest,Southwest
-920941200,Utah,Denver,Mountain State,Mountain State
-920941200,Purdue,Wisconsin,Western,Western
-920941200,Baylor,Texas A&M,Southwest,Southwest
-920941200,Tennessee,Florida,SEC,SEC
-920941200,Princeton,Rutgers,FBS Independents,
-920941200,Illinois,Notre Dame,Western,FBS Independents
-920941200,Richmond,VMI,Southern,Southern
-920941200,Drake,Saint Louis,Missouri Valley,Missouri Valley
-920941200,Arizona,Oklahoma State,Border,Missouri Valley
-920941200,Iowa State,Oklahoma,Big 6,Big 6
-920941200,Wake Forest,Duke,Southern,Southern
-920941200,NC State,Mississippi State,Southern,SEC
-920941200,Northwestern,Indiana,Western,Western
-920941200,LSU,Vanderbilt,SEC,SEC
-920941200,Cornell,Ohio State,FBS Independents,Western
-920941200,Yale,Navy,FBS Independents,FBS Independents
-920941200,Minnesota,Iowa,Western,Western
-920941200,Michigan,Pennsylvania,Western,FBS Independents
-920941200,Arizona State,UTEP,Border,Border
-920941200,Georgia Tech,Auburn,SEC,SEC
-920941200,Brown,Holy Cross,FBS Independents,FBS Independents
-920941200,Tulsa,TCU,Missouri Valley,Southwest
-920941200,Utah State,Idaho,Mountain State,Pacific
-920941200,Colorado,Wyoming,Mountain State,Mountain State
-920941200,Nebraska,Missouri,Big 6,Big 6
-920941200,Oregon,Washington State,Pacific,Pacific
-920941200,Colorado State,New Mexico,Mountain State,Border
-920941200,Colgate,Mississippi College,FBS Independents,
-920941200,The Citadel,Oglethorpe,Southern,
-920941200,Carnegie Mellon,Case,FBS Independents,
-920941200,Hampden-Sydney,Lehigh,FBS Independents,
-920941200,Army,Lafayette,FBS Independents,
-920941200,Virginia Tech,Washington and Lee,Southern,Southern
-920941200,Columbia,Syracuse,FBS Independents,FBS Independents
-920941200,Boston College,St. Anselm,FBS Independents,
-920941200,Arkansas,Ole Miss,Southwest,SEC
-920941200,Harvard,Dartmouth,FBS Independents,FBS Independents
-920941200,New York University,Georgetown,FBS Independents,FBS Independents
-920941200,Furman,Davidson,Southern,Southern
-920854800,Creighton,San Francisco,Missouri Valley,FBS Independents
-920854800,Villanova,Detroit Mercy,FBS Independents,FBS Independents
-920768400,Temple,Muhlenberg,FBS Independents,
-920682000,Centenary (LA),Hardin-Simmons,FBS Independents,FBS Independents
-920422800,George Washington,Wake Forest,FBS Independents,Southern
-920422800,Saint Louis,Wichita State,Missouri Valley,
-920422800,New Mexico State,Bradley,Border,
-920422800,Texas Tech,Miami,Border,FBS Independents
-920422800,Loyola Marymount,San José State,FBS Independents,
-920422800,Villanova,Kansas,FBS Independents,Big 6
-920336400,Cornell,Columbia,FBS Independents,FBS Independents
-920336400,Dartmouth,Sewanee,FBS Independents,FBS Independents
-920336400,Tulane,Clemson,SEC,Southern
-920336400,Rhodes College,Mississippi State,,SEC
-920336400,Virginia Tech,Virginia,Southern,FBS Independents
-920336400,California,Oregon State,Pacific,Pacific
-920336400,Ohio State,Indiana,Western,Western
-920336400,Iowa,Purdue,Western,Western
-920336400,Northwestern,Minnesota,Western,Western
-920336400,San Francisco,Hardin-Simmons,FBS Independents,FBS Independents
-920336400,Georgia,Auburn,SEC,SEC
-920336400,Wyoming,Chadron St,Mountain State,
-920336400,Oregon,Montana,Pacific,Pacific
-920336400,Centenary (LA),Washington University (St. Louis),FBS Independents,Missouri Valley
-920336400,Princeton,Harvard,FBS Independents,FBS Independents
-920336400,Creighton,Oklahoma State,Missouri Valley,Missouri Valley
-920336400,Penn State,South Carolina,FBS Independents,Southern
-920336400,Missouri,New York University,Big 6,FBS Independents
-920336400,Duquesne,Marquette,FBS Independents,FBS Independents
-920336400,Oklahoma,Nebraska,Big 6,Big 6
-920336400,Army,Notre Dame,FBS Independents,FBS Independents
-920336400,Detroit Mercy,Tulsa,FBS Independents,Missouri Valley
-920336400,Rice,Texas A&M-Kingsville,Southwest,
-920336400,Pennsylvania,Navy,FBS Independents,FBS Independents
-920336400,Texas,SMU,Southwest,Southwest
-920336400,West Virginia,Washington and Lee,FBS Independents,Southern
-920336400,Bucknell,Temple,,FBS Independents
-920336400,Portland,Saint Mary's (CA),,FBS Independents
-920336400,Richmond,Hampden-Sydney,Southern,FBS Independents
-920336400,William & Mary,VMI,Southern,Southern
-920336400,UCLA,Stanford,Pacific,Pacific
-920336400,Texas A&M,Arkansas,Southwest,Southwest
-920336400,Vanderbilt,Ole Miss,SEC,SEC
-920336400,Wisconsin,Illinois,Western,Western
-920336400,Michigan State,Kansas State,FBS Independents,Big 6
-920336400,Duke,Georgia Tech,Southern,SEC
-920336400,Davidson,Centre College Kentucky,Southern,
-920336400,The Citadel,Wofford,Southern,
-920336400,Cincinnati,Carnegie Mellon,,FBS Independents
-920336400,TCU,Baylor,Southwest,Southwest
-920336400,UTEP,Arizona,Border,Border
-920336400,Northern Arizona,Arizona State,Border,Border
-920336400,BYU,Utah State,Mountain State,Mountain State
-920336400,Syracuse,Georgetown,FBS Independents,FBS Independents
-920336400,NC State,Furman,Southern,Southern
-920336400,Washburn,Drake,Missouri Valley,Missouri Valley
-920336400,Boston College,Manhattan,FBS Independents,FBS Independents
-920336400,Kentucky,Alabama,SEC,SEC
-920336400,Willamette,Gonzaga,,FBS Independents
-920336400,Fordham,North Carolina,FBS Independents,Southern
-920336400,Colorado,Utah,Mountain State,Mountain State
-920336400,Yale,Brown,FBS Independents,FBS Independents
-920336400,Holy Cross,Colgate,FBS Independents,FBS Independents
-920336400,Idaho,Washington State,Pacific,Pacific
-920336400,Tennessee,LSU,SEC,SEC
-919818000,Miami,Rollins,FBS Independents,
-919818000,Saint Louis,Creighton,Missouri Valley,Missouri Valley
-919731600,Alabama,Tulane,SEC,SEC
-919731600,Oregon,UCLA,Pacific,Pacific
-919731600,Penn State,Syracuse,FBS Independents,FBS Independents
-919731600,Pittsburgh,Carnegie Mellon,FBS Independents,FBS Independents
-919731600,Princeton,Dartmouth,FBS Independents,FBS Independents
-919731600,Texas,Baylor,Southwest,Southwest
-919731600,Columbia,Wisconsin,FBS Independents,Western
-919731600,Oklahoma State,Washburn,Missouri Valley,Missouri Valley
-919731600,Colorado,Missouri,Mountain State,Big 6
-919731600,Santa Clara,San Francisco,FBS Independents,FBS Independents
-919731600,Richmond,North Carolina,Southern,Southern
-919731600,Arkansas,Rice,Southwest,Southwest
-919731600,Kansas,Oklahoma,Big 6,Big 6
-919731600,Temple,Villanova,FBS Independents,FBS Independents
-919731600,Stanford,Washington,Pacific,Pacific
-919731600,Oregon State,Washington State,Pacific,Pacific
-919731600,Army,Brown,FBS Independents,FBS Independents
-919731600,Yale,Cornell,FBS Independents,FBS Independents
-919731600,BYU,Denver,Mountain State,Mountain State
-919731600,Florida,Georgia,SEC,SEC
-919731600,Manhattan,Marquette,FBS Independents,FBS Independents
-919731600,Montana,Idaho,Pacific,Pacific
-919731600,New Mexico,New Mexico State,Border,Border
-919731600,Northwestern,Illinois,Western,Western
-919731600,Navy,Notre Dame,FBS Independents,FBS Independents
-919731600,Rhodes College,Tennessee,,SEC
-919731600,Tulsa,Catholic,Missouri Valley,
-919731600,Vanderbilt,Sewanee,SEC,FBS Independents
-919731600,Virginia,Washington and Lee,FBS Independents,Southern
-919731600,Detroit Mercy,TCU,FBS Independents,Southwest
-919731600,Fordham,Purdue,FBS Independents,Western
-919731600,Fresno State,UTEP,,Border
-919731600,Maryland,Georgetown,Southern,FBS Independents
-919731600,Gonzaga,Arizona State,FBS Independents,Border
-919731600,West Texas A&M,Hardin-Simmons,,FBS Independents
-919731600,Harvard,Pennsylvania,FBS Independents,FBS Independents
-919731600,Indiana,Michigan State,Western,FBS Independents
-919731600,Iowa State,Drake,Big 6,Missouri Valley
-919731600,Holy Cross,Ole Miss,FBS Independents,SEC
-919731600,VMI,Washington University (St. Louis),Southern,Missouri Valley
-919731600,William & Mary,Randolph-Macon,Southern,
-919731600,New York University,Franklin & Marshall,FBS Independents,
-919731600,Nebraska,Iowa,Big 6,Western
-919731600,South Carolina,Kansas State,Southern,Big 6
-919731600,Western New Mexico,Northern Arizona,,Border
-919731600,Virginia Tech,Furman,Southern,Southern
-919731600,SMU,Texas A&M,Southwest,Southwest
-919731600,LSU,Mississippi State,SEC,SEC
-919731600,Minnesota,Michigan,Western,Western
-919731600,Colorado State,Utah State,Mountain State,Mountain State
-919731600,Cincinnati,West Virginia,,FBS Independents
-919731600,Loyola Marymount,Arizona,FBS Independents,Border
-919731600,Auburn,Clemson,SEC,Southern
-919731600,Boston College,Boston University,FBS Independents,
-919731600,Bucknell,George Washington,,FBS Independents
-919731600,Kentucky,Georgia Tech,SEC,SEC
-919731600,USC,California,Pacific,Pacific
-919731600,NC State,Wake Forest,Southern,Southern
-919731600,Duke,Davidson,Southern,Southern
-919731600,Wyoming,Utah,Mountain State,Mountain State
-919645200,Saint Mary's (CA),Duquesne,FBS Independents,FBS Independents
-919558800,Creighton,South Dakota,Missouri Valley,
-919558800,Texas Tech,Centenary (LA),Border,FBS Independents
-919213200,Washburn,Rockhurst,Missouri Valley,
-919126800,Princeton,Yale,FBS Independents,FBS Independents
-919126800,SMU,Arkansas,Southwest,Southwest
-919126800,Tulane,Georgia,SEC,SEC
-919126800,Minnesota,Purdue,Western,Western
-919126800,North Carolina,Duke,Southern,Southern
-919126800,UCLA,Washington State,Pacific,Pacific
-919126800,VMI,Maryland,Southern,Southern
-919126800,Georgia Tech,Alabama,SEC,SEC
-919126800,Boston College,Georgetown,FBS Independents,FBS Independents
-919126800,Colorado,BYU,Mountain State,Mountain State
-919126800,Dartmouth,Cornell,FBS Independents,FBS Independents
-919126800,Washington University (St. Louis),Drake,Missouri Valley,Missouri Valley
-919126800,Furman,South Carolina,Southern,Southern
-919126800,Kansas State,Iowa State,Big 6,Big 6
-919126800,Michigan,Northwestern,Western,Western
-919126800,Navy,Columbia,FBS Independents,FBS Independents
-919126800,New Mexico,Northern Arizona,Border,Border
-919126800,NC State,The Citadel,Southern,Southern
-919126800,Illinois,Ohio State,Western,Western
-919126800,Oklahoma,Missouri,Big 6,Big 6
-919126800,Saint Mary's (CA),San Francisco,FBS Independents,FBS Independents
-919126800,Santa Clara,Loyola Marymount,FBS Independents,FBS Independents
-919126800,Temple,Holy Cross,FBS Independents,FBS Independents
-919126800,TCU,Texas,Southwest,Southwest
-919126800,Texas A&M,Rice,Southwest,Southwest
-919126800,Wichita State,Wyoming,,Mountain State
-919126800,Centre College Kentucky,Virginia Tech,,Southern
-919126800,Vanderbilt,Tennessee Tech,SEC,
-919126800,Texas Tech,Wake Forest,Border,Southern
-919126800,Tennessee,Virginia,SEC,FBS Independents
-919126800,Sewanee,Washington and Lee,FBS Independents,Southern
